year,title,artist,song_id,lyric,genre
2002,이사(移徙),윤상,432844,"
							이젠 출발이라고 문을 두드리는 소리 한낮의 햇빛이 커튼 없는 창가에 눈부신 어느 늦은 오후 텅 빈 방안에 가득한 추억들을 세어보고 있지 우두커니 전부 가져가기에는 너무 무거운 너의 기억들을 혹시 조금 남겨두더라도 나를 용서해 날 미워하지 마 녹슨 자전거 하나 겨우 몇 개의 상자들 움켜쥔 손에는 어느 샌가 따뜻해진 열쇠 그게 다였는데 결국 다 그런 거라고 내 어깨를 두드려줄 너는 어디 있는지 전부 가져가기에는 너무 무거운 너의 기억들을 혹시 조금 남겨두더라도 나를 용서해 날 미워하지마 전부 가져가고 싶어 곳곳에 배인 너의 숨결까지 손때 묻은 열쇠 두개가 닫힌 문 뒤로 떨어지는 소리
					",발라드
2002,사랑은 기억보다 (Memories),강타 (KANGTA),430125,"
							한참을 말이 없이 살았죠 말못할 병에 걸린 것처럼 기억조차 하지 못하는 그댈 바라보며 나도 한동안 지운채 살았죠 예전 모습 찾지 못하는 그댈 나도 그댈 기억 못하는 것처럼 거짓말 같은 현실이 아니기를 모르겠죠 내가 누군지 기억나지 않겠죠 우리 행복했던 그 많은 시간 추억도 이젠 모두 다 지워져있겠죠 단 한번 내가 예전 그댈 볼 수 있다면 그럴 순 없겠지만 단 한번인데 그것도 안 되는 거죠 그대에게 난 모르는 사람이죠 사랑도 기억보다 먼가요 우리 추억 기억보다 먼가요 내 눈을 봐요 오랜 시간 함께 했던 내가 보이지 않나요  볼 수 없나요 모르겠죠 내가 누군지 기억나지 않겠죠 우리 행복했던 그 많은 시간 추억도 이젠모두 다 지워져있겠죠 단 한번 내가 예전 그댈 볼 수 있다면 그럴 순 없겠지만 단 한번인데 그것도 안 되는 거죠 그대에게 난 모르는 사람이죠 단 하루라도 내가 살아 낼 수 있을지 그럴 수는 없겠죠 단 한번쯤은  괜찮아 질 수 없는지 나도 기억나지 않는 사람처럼 그대에게 난 모르는 사람이죠 
					",발라드
2002,Remember,악동클럽,448806,"
							tell me why you come to metell me why you want my love나를 이렇게 쉽게 떠날꺼라면you are always on my mindI can't live without you love 다시 내게 돌아와tell me why I don't wanna say goodbye상관없어 내맘 걱정하지마 난 괜찮아어차피 다 지난 기억속에희미한 나만 남아있을뿐널 사랑했던 그순간 tonight오랜 시간뒤엔 잊혀지겠지 다른 사랑도 있겠지가끔 너를 닮은 뒷모습 보면 가던길 멈출 테지만정말 나를 사랑하긴 했는지 너무 서둔건 아닌지매일 잠이드는 그순간마다 때 늦은 눈물 흘려도마지못해 살겠지 추억 속에 남겨져끝내 지우지 못할 그리움속에많이 울어야겠지 끝없이 날 버리며너를 사랑한만큼 baby please let go지난 날들은 그저 추억을 메꿔텅빈 가슴을 내눈물로 채우며너무 아픈날들 난 긴밤을 새우며내맘을 숨기기에는 이미 깊어진 상처내속에 남겨져 가끔씩 꿈속에 잠겨귓가를 간지럽히는 너의 목소리가 들려그리움에 눈물만 흘러아직 눈감으면 나의 입술에 웃음 그리던 널느껴그손 잡아보려 눈을 떠보면 외로이 눈물만 흘러tell me why you come to metell me why you want my love나를 이렇게 쉽게 떠날꺼라면you are always on my mindI can't live without you love 다시 내게 돌아와내가 어떻게 너를 잊을수 있겠니내삶이 끝나 나를 잊어도마지못해 살겠지 추억속에 남겨져끝내 지우지 못할 그리움속에많이 울어야겠지 끝없이 날 버리며너를 사랑한만큼내삶이 끝나는 그 날까지 난 애타게 기다리겠지오지 않을걸 알지만하지만 오랜시간 후 널 다시 만날 수있는 순간까지 넌 내 전부니까 goodbye
					",발라드
2002,그녈 위해,JK 김동욱,433742,"
							비가 오는 거릴 좋아하죠 그래서 눈물도 많아요 빨간 장미보단 하얀 카라를 또 담배 연길 무척 싫어하죠 처음처럼 전화는 자주해줘요 그녀가 토라질땐 수화기에 대고 그 노랠 가끔 불러줘요 아무일도 없다는듯 웃을테니 I could say i love you it hurts me deep in my heart 이제 당신에게 그녈 보내요 정말 원하는건왜 항상 갖질 못하는지소중한건 다 떠나는지I could say i love youit hurts me deep in my heart그녈 울린다면 나 용서 않죠내가 세상에서가장 부러워할 수 있는한 사람이 되겠다고 약속해요그녀 집앞에서 멀지 않은 곳걷기 좋은 곳이 있죠가끔 커피를 들고그녀와 산책하곤 했죠그것마저 이젠 당신 몫인걸요I could say i love youit hurts me deep in my hearts이제 당신에게 그녈 보내요같은 남자라면내 마음 이해해주겠죠누구보다 행복하길 바라는맘I could say i love youit hurts me deep in my hearts부디 그녀곁에 영원해줘요지금 당신에게그녀를 떠나보낸일이내가 가장 잘한일이 될 수 있게잊어 주는거야 내 그녈 위해난 어떤 얘기도한 적 없었던걸로 해요이젠 이게 내 마지막 부탁이죠내 그녈 위해
					",발라드
2003,Break Away,빅마마,420522,"
							이젠 날 떠나가줘 이젠 날  다 잊어줘  나를 버리고 살아가줘  가져간 내 사랑을 내게 돌려줘 차라리 떠났다면 차라리  죽었다면  어쩔 수 없이 참을 텐데  이대론 견디기가 너무 힘들어  단 한번 나를 봐주기를  말을 해주기를 예전처럼  단 한번만  그렇게 너를 기다리고  너를 사랑해 왔는데 Break away No I can't wait  내가 널 보내줄께 편하게  I'll make my way I'll  throw my pain 이제 나 너 없이도 살 수 있게  널 떠나 맘 편하게 널 떠나  행복하게  이제 내 안에 너를 버려  널 위해 힘들었던 지난 날은  지웠어  우연히 나를 보더라도 나를  지나쳐줘  너를 잊은 나를 위해 날 위해 혹시 너 말을 걸어와도 나는 모른체 할 테니 Break away Break away No I can't wait No I can't wait 내가 널 보내줄게 편하게 I'll make my way I'll make my way I'll throw my pain I'll throw my pain 이제 나 너 없이도 살 수 있게 갑자기 니가 또 생각나 널 떠난 거란걸 잊고서 내가 널 찾아도 넌 모르는 척 누굴 찾아왔냐고 또 다시 날 돌아서줘 I'll make my way I'll throw my pain 다신 널 바라보고 살순 없어 break away No I can't wait 이젠 날 다 버리고 떠나줘 I'll make my way I'll throw my pain처음부터 넌 없었던 사람처럼 break away
					",R&B/Soul
2003,점점,브라운 아이즈,421409,"
							점점 넌 멀어지나봐웃고 있는 날 봐 때론 며칠씩 편하게 지내점점 널 잊는 것 같아 먼일처럼점점 넌 떠나가나봐하루는 미치고 다음 날이면 괜찮아졌어다만 슬픔에 익숙해질 뿐인걸 점점어쩌다 또 생각나너를 그릴 때가 오면 숨막히게 지쳐애써 참아낼 수 있겠지그렇게 널 버려 내 아픔도 점점점점 넌 멀어지나봐그게 편해지나봐 너의 얼굴도 생각이 안나점점 너를 버릴 것 같아 나 어느새 점점어쩌다 또 생각나너를 그릴 때가 오면 숨막히게 지쳐애써 참아낼 수 있겠지그렇게 널 버려 내 아픔도 점점어쩌다 또 생각나너를 그릴 때가 오면 숨막히게 지쳐애써 참아낼 수 있겠지 그렇게 널 버려Long Goodbye No Way You Know이젠 낯선 목소리에 너를 부르는걸시간이 나를 다 버리고내 슬픔도 이제 멀어져가 점점
					",R&B/Soul
2003,With Me,휘성 (Realslow),482653,"
							This song is dedicated to  all the broken heart  Been there DONE that  Mr Real slow Real slow  R U ready 4 Shock  니 손짓하나 보는 게 난 좋은데 니 목소리를 듣는 것도 좋은데  왜 넌 내 마음은 묻지도 않고  나 니 맘대로 떠나라는지  날 미워해도 사랑할 수 있는데  난 너만 보면 행복할 수 있는데  그런 내 맘까지 아프라는 건지  왜 가기 싫은 날 떠미는지  사랑일거라고 믿고있어  믿고있어  니 맘이 아닌걸 알고 있어  아닌걸  더 많이 사랑할 나 사람  찾아가란 말  아픈 니 맘도 다 알 수 있어  알 수 있어  더 힘들어도 참을 수도 있는데 날 사랑하는 니 마음 보여주면  아직 너를 위해 해두고 싶은  일들이 너무 많이 있는데  사랑일거라고 믿고있어  니 맘이 아닌걸 맘이 아닌걸  알고 있어 난 알고 있는데  더 많이 사랑할 사람 찾아가란 말 아픈 니 맘도 다 알 수 있어  알수 있어  지금 어찌 할 수가 없는  너의 아픔을  니 곁을 지켜주란 하늘의 뜻  그게 내 믿음  내 가슴속 깊은 곳 새겨진  너의 이름  널 가까이서 지켜볼 수  있다는 게 오직 기쁨  나 없이는 하루도 살수  없다는 걸 알어  이제 떠나란 말 그런  말하지 말어  cause U the one  4 me n I the one 4 U  그런 마음 이 세상 그  누구보다 난 잘 알어  사랑이라고만 꼭 믿어줘  꼭 믿어줘  너를 가둬두는 내마음도  Say WE Say WE Say 너만을 사랑할 자신 아직까지 난 너의 사랑만큼 남았다고 사랑일거라고 믿고있어니 맘이 아닌걸 알고 있어 더 많이 사랑할 사람 찾아가란 말 아픈 니 맘도 다 알 수 있어 
					",R&B/Soul
2003,정말 사랑했을까,브라운 아이드 소울,485716,"
							좋았나봐 널 많이 아꼈나봐다시 못견디게 아픈걸 보니가슴에서 자꾸만 열이 나고널 떠올릴때마다 그리움이 흘러숨겨봐도 그게 잘 안되나봐이별 앓고있는 날 다 아는걸씩씩한척 강한척 하는 내가웃는 눈빛마저도 우는것 같아 보인대우리 정말 사랑하긴 했을까느낄 수가 없잖아작고 좁은 나의 세상속에 살던 넌 행복하긴 했을까우리 닮은 지난 추억이 초라한 내 앞이라 더 눈부셔너 있는 곳 너무 멀어 다가갈 수 없어헤어져도 보내지 못하나봐니가 돌아와줄 것만 같아서시간가면 잊을수 있을꺼란 굳은 다짐해봐도 매일 널 찾아 헤매는데우리 정말 사랑하긴 했을까믿을 수가 없잖아좋은 사람으로 니 가슴에 내 모습 남긴 했을까니가 곁에 없는 나보다 내가 없는 니가 더 두려워나를 지우고 쉽게 또 사랑 할까봐지키지 못할 약속들 그땐 왜 그렇게 많이 했는지아직도 너를 위해 난 주고 싶은게 많은데우리 정말 사랑하긴 했을까느낄 수가 없잖아작고 좁은 나의 세상속에 살던 넌 행복하긴 했을까니가 곁에 없는 나보다 내가 없는 니가 더 두려워니 사랑이 마지막이 될까봐 
					","발라드, R&B/Soul"
2003,정말 사랑했을까,브라운 아이드 소울,485716,,댄스
2004,정말 사랑했을까,브라운 아이드 소울,485716,"
							좋았나봐 널 많이 아꼈나봐다시 못견디게 아픈걸 보니가슴에서 자꾸만 열이 나고널 떠올릴때마다 그리움이 흘러숨겨봐도 그게 잘 안되나봐이별 앓고있는 날 다 아는걸씩씩한척 강한척 하는 내가웃는 눈빛마저도 우는것 같아 보인대우리 정말 사랑하긴 했을까느낄 수가 없잖아작고 좁은 나의 세상속에 살던 넌 행복하긴 했을까우리 닮은 지난 추억이 초라한 내 앞이라 더 눈부셔너 있는 곳 너무 멀어 다가갈 수 없어헤어져도 보내지 못하나봐니가 돌아와줄 것만 같아서시간가면 잊을수 있을꺼란 굳은 다짐해봐도 매일 널 찾아 헤매는데우리 정말 사랑하긴 했을까믿을 수가 없잖아좋은 사람으로 니 가슴에 내 모습 남긴 했을까니가 곁에 없는 나보다 내가 없는 니가 더 두려워나를 지우고 쉽게 또 사랑 할까봐지키지 못할 약속들 그땐 왜 그렇게 많이 했는지아직도 너를 위해 난 주고 싶은게 많은데우리 정말 사랑하긴 했을까느낄 수가 없잖아작고 좁은 나의 세상속에 살던 넌 행복하긴 했을까니가 곁에 없는 나보다 내가 없는 니가 더 두려워니 사랑이 마지막이 될까봐 
					","발라드, R&B/Soul"
2004,정말 사랑했을까,브라운 아이드 소울,485716,,댄스
2003,아틀란티스 소녀 (Atlantis Princess),보아 (BoA),608151,"
							저 먼 바다 끝엔 뭐가 있을까다른 무언가 세상과는 먼 얘기구름위로 올라가면 보일까천사와 나팔부는 아이들숲속 어디엔가 귀를 대보면오직 내게만 작게 들려오는 목소리꿈을 꾸는 듯이 날아가볼까저기 높은 곳 아무도 없는 세계그렇게도 많던 질문과풀리지 못한 나의 수많은 얘기가돌아보고 서면 언제부턴가나도 몰래 잊고 있던 나만의 비밀이제 정말 왜 이래 나 이제 커버린 걸까이제 정말 뭔가 잃어버린 기억지금 내맘 이젠 나의 그 작은 소망과꿈을 잃지 않기를 저 하늘속에 속삭일래까만 밤하늘에 밝게 빛나던별들 가운데 나 태어난 곳 있을까나는 지구인과 다른 곳에서내려 온 거라 믿고 싶기도 했어그렇게도 많던 질문과풀리지 못한 나의 수많은 얘기가돌아보고 서면 언제 부턴가나도 몰래 잊고 있던 나만의 비밀이제 정말 왜 이래 나 이제 커버린 걸까이제 정말 뭔가 잃어버린 기억지금 내맘 이젠 나의 그 작은 소망과꿈을 잃지 않기를 저 하늘속에 속삭일래왜 이래 나 이제 커버린 걸까이제 정말 뭔가 잃어버린 기억지금 내맘 이젠 나의 그 작은 소망과꿈을 잃지 않기를 저 하늘속에 속삭일래너무나도 좋은 향기와 바람이나에게로 다가와어느샌가 나도 모르게가만히 들려오는 작은 속삭임귀를 기울이고 불러보세요다시 찾게 될 거예요 잊혀진 기억생각해봐 나 이제 더 이상 놓치진 않아소중했던 나의 잃어버린 기억지금 내맘 이젠 나의 그 작은 소망과꿈을 잃지 않기를 저 하늘 속에 속삭일래왜 이래 나 이제 커버린 걸까이제 정말 뭔가 잃어버린 기억지금 내맘 이젠 나의 그 작은 소망과꿈을 잃지 않기를 저 하늘속에 기도할래
					",댄스
2003,결혼을 할 거라면,쿨 (COOL),471072,"
							이리저리 아무리 생각해봐도그대는 나만 있으면될 것 같은데얼마나 이별을 더 해봐야알 수 있을런지이제서야 조금씩알 것 같은데 도대체남자가 뭐란 걸사랑을 다룰 땐역시 경험이란 걸그렇게 버티다간 늘어나는나이와 잔주름 책잡힐 과건왜 만들어 그냥 날 선택하세요결혼해줘요 눈 딱 감고내 한 목숨 그댈 위해서다 던져버릴테니 그대 인생내게 맡겨 봐요결혼해줘요 날 믿어요나 사실은 자신 없어요나 다른 건 몰라도약속해줘요 Oh 사랑할거예요혼자서 외로울 땐결혼이 하고 싶고결혼을 하고 나면아기가 갖고 싶고아기가 생겨 나고세월이 흘러가면혼자가 부러워진대여기저기 결혼한 많은 사람들이런 내 얘길 들으면그럴 땐 그런 거라고왠지 행복하지 않아보여그렇잖아 그렇게 변해가잖아다시 또 혼자도 되잖아사랑이 뭔지도혼란스러울 뿐야어쩌면 환상같은 행복으로시작은 했지만 먹구름 같은현실속에무너져 간 건 아닐까결혼해줘요 내 사랑은이 세상을 끝내는 그날내 마지막 고백이되는 그런 사랑 만들테니결혼해줘요 날 믿어요나 사실은 자신 없어요나 그대만 보면서약속해줘요Oh 행복할거예요날 사랑하나요 그럼요난 아직 모르겠어요왜 나를 스친 남자들이갑자기 생각날까결혼해줘요 눈 딱 감고내 한 목숨 그댈 위해서다 던져버릴테니 그대인생 내게 맡겨 봐요결혼해줘요 날 믿어요나 사실은 자신 없어요나 다른 건 몰라도 약속해줘요Oh 영원할거예요결혼을 할 거라면확실히 목숨 걸고결혼을 한 거라면끝까지 책임지고한평생 살 거라면절대로 배신없이사랑을 지켜야만해결혼을 할거라면 
					",댄스
2003,10 Minutes,이효리,481199,"
							Just One 10 MINUTES 내 것이 되는 시간 순진한 내숭에 속아 우는 남자들 Baby 다른 매력에 흔들리고 있잖아 용기내봐 다가와 날 가질 수도 있잖아 어느 늦은 밤 혼자 들어선 곳 춤추는 사람들 그 속에 그녀와 너 왠지 끌리는 널 갖고 싶어져 그녀가 자릴 비운 그 10분 안에 지루했던 순간이 날 보는 순간 달라졌어 I'm telling you 오래된 연인 그게 아니던 중요한 사실은 넌 내게 더 끌리는 것 I say 너의 그녀는 지금 거울을 보며 붉은색 립스틱 화장을 덧칠하고 Baby 높은 구두에 아파하고 있을걸 나는 달라 그녀와 날 비교하진 말아줘 짧은 순간이 아니라고 했잖아 영화속에 갇힌 우리가 되는 거야 영화속 10분 1년도 지나쳐 어때 겁먹지는 마 너도 날 원해 지루했던 순간이 날 보는 순간 달라졌어 I'm telling you 오래된 연인 그게 아니던 중요한 사실은 넌 내게 더 끌리는 것 Just one 10 MINUTES 내 것이 되는 시간 모든 게 끝난 후 그녀가 오고 있어 Baby 붉은 립스틱 촌스럽기도 하지 내게와봐 이제 넌 날 안아봐도 괜찮아 Don't tell a lie just be yourself 힘들게 둘러 대지마 널 떠나달라 말을해 have it your wayBling Bling shine it's right to come 사랑에 빠진 거라고 거짓을 말할거라면 모두 없던 걸로 해 I say 너의 그녀는 지금 거울을 보며 붉은색 립스틱 화장을 덧칠하고 Baby 높은 구두에 아파하고 있을걸 나는 달라 그녀와 날 비교하진 말아줘 Just one 10 MINUTES 내 것이 되는 시간 순진한 내숭에 속아 우는 남자들 Baby 다른 매력에 흔들리고 있잖아 용기 내봐 다가와 날 가질 수도 있잖아 Just one 10 MINUTES Just one 10 MINUTES
					",댄스
2003,잊을께,YB,476529,"
							아침에 눈을 떴을 때 너를길을 걷다 멍하니 너를 지금은 내 곁에 없는 너를그리워하네 바보처럼나보다 행복하기를 바래내 생각하지 않기를 바래더 좋은 사람 만나길 바래다시는 내게 올 수 없게안개처럼 사라져간다시 못 올 그 지난 날함께한 추억 모두 흘려 보낼게널 잊어야 해 힘들어도널 지워야 해 기억 속에서네가 떠난 후에 난죽을 것 같이 아파도두 번 다시 울지 않을게잊을게 잊을게아직도 휴대폰에 네 이름지우지도 못하고 있어전화기 들고 한참을 서서널 생각하네 바보처럼안개처럼 사라져간다시 못 올 그 지난 날함께한 추억 모두 흘려 보낼게널 잊어야 해 힘들어도널 지워야 해 기억 속에서네가 떠난 후에 난죽을 것 같이 아파도다시는 너를 찾지 않아아침에 눈을 떴을 때 너를길을 걷다 멍하니 너를지금은 내 곁에 없는 너를그리워하네 바보처럼잊을게 잊을게 잊을게잊을게 잊을게 잊을게잊을게 잊을게 잊을게
					",록/메탈
2003,어쩌다..,윤건,511798,"
							어쩌다 지나친 거릴 돌아보게 돼 니가 있는 게 아닐텐데 맞을텐데 어쩌다 오간 대화에 니 이름 오르면 모두 놀란 듯이 나의 표정을 살피는데 그런 니가 없어도 아직은 살만하다고 또 내 맘을 속여가며 웃어주고 그런 뒤에 돌아서 나 혼자 견딜 이별에 눈물은 니가 되고 내가 되지 항상날 스치는 사람중에 왜 너 하나만 없는지 오늘까지만 울면 내일은 너를 잊을까 나 하나씩 너의 얘길 모두 지워가며 그런 니가 없어도 아직은 살만하다고 또 내 맘을 속여가며 웃어주고 그런 뒤에 돌아서 나혼자 견딜 이별엔 눈물은 니가 되고 내가 되지 항상
					","발라드, R&B/Soul"
2003,보고 싶다,김범수,418253,"
							아무리 기다려도 난 못가 바보처럼 울고 있는 너에 곁에 상처만 주는 나를 왜 모르고 기다리니 떠나가란 말야 보고싶다~~보고 싶다~~ 이런 내가 미워질만큼~~ 울고 싶다~~ 네게 무릎 꿇고 모두 없던일이 될수 있다면 미칠듯 사랑했던 기억이 추억들이 너를 찾고 있지만 더 이상 사랑이란 변명에 너를 가둘수 없어 이러면 안되지만.. 죽을만큼 보고 싶다.  보고싶다~~ 보고 싶다~~ 이런 내가 미워질만큼~~ 믿고 싶다 옳은 길이라고 너를 위해 떠나야만 한다고 미칠듯 사랑했던 기억이 추억들이 너를 찾고 있지만 더 이상 사랑이란 변명에 너를 가둘수 없어 이러면 안되지만 죽을만큼 보고 싶다.  죽을 만큼 믿고 싶다~~~~   
					",발라드
2003,Missing You,플라이 투 더 스카이,473438,"
							이젠 그대가 아니라고 해도  아니면 날 까맣게 잊었어도  넌 단지 내게 지난 사랑이라도  Tonight is Just One Night  너를 잃기 전처럼  널 다시 갖고 싶은 내 마음은  왜 그렇게 미련스러운건지  네가 없는 나 인정할 수가 없는  Tonight is Just One Night  너를 잃기 전처럼  한번만 내 맘을 들어줘  Every day Every night  I am Missing you  내 곁엔 없어도 이젠  볼수는 없어도  언제나 내 맘엔 똑같은 너인걸  널 다시 갖고 싶은 내 마음은  왜 그렇게 미련스러운건지  네가 없는 날 실감할수가 없는  Tonight is Just One Night  너를 잃기 전처럼  한번만 내 맘을 들어줘  Every day Every night  I am Missing you  내 곁엔 없어도 다신  볼수는 없어도  언제나 내 맘엔 똑같은 너인걸  난 기대하잖아 다시 내게 온다고  언제나 내 맘은 니 안에 갇힌걸 한번만 내 맘을 들어줘 Every day Every night  I am Missing you  내 곁에 없어도 다신  볼수 없어도  언제나 내 맘은 Because  I loving you  한번만 내 맘을 들어줘  Every day Every night  I am Missing you  내 곁에 없어도 없어도 난 다신 볼수 없어도 언제나 내 맘엔 똑같은 너인걸 내겐 너만은 똑같은 너인걸 
					",R&B/Soul
2003,사랑합니다...,팀,445413,"
							나빠요 참 그대란 사람 허락도 없이 왜 내 맘 가져요 그대 때문에난 힘겹게 살고만 있는데 그댄 모르잖아요알아요 나는 아니란 걸 눈길 줄 만큼 보잘 것 없단걸다만 가끔씩그저 그 미소 여기 내게도 나눠줄 순 없나요비록 사랑은 아니라도언젠간 한번쯤은 돌아봐 주겠죠 한없이 뒤에서 기다리면오늘도 차마 못한 가슴속 한마디그댈 사랑합니다어제도 책상에 엎드려 그댈 그리다 잠들었나봐요눈을 떠보니눈물에 녹아 흩어져 있던 시린 그대 이름과헛된 바램뿐인 낙서만언젠간 한번쯤은 돌아봐 주겠죠 한없이 뒤에서 기다리면오늘도 차마 못한 가슴속 한마디그댈 사랑합니다이젠 너무 나도 내겐 익숙한 그대 뒷모습을 바라보며흐르는 눈물처럼 소리없는 그말그댈 사랑합니다
					",발라드
2003,안녕,박혜경,465286,"
							외로운 날들이여 모두 다 안녕내 마음속에 눈물들도 이제는 안녕 오 어제의 너는 바람을 타고 멀리후회도 없이 미련없이 날아가 굿바이오오오 영원히 워오오거울에 비친 너의 모습이 슬퍼늘 웃음짓던 예전의 넌 어디에 있니저 파란 하늘 눈부신 별들도모두 다 너를 위해 있잖니더 이상 내 안에 그 일은 없던 일그래서 아픈 기억 모두 버려야 할 일눈물짓지마 새로운 오늘을맞이할 준비를 해봐 오오외로운 날들이여 모두 다 안녕내 마음속에 눈물들도 이제는 안녕 오 어제의 너는 바람을 타고 멀리후회도 없이 미련없이 날아가 굿바이오오오 영원히 워오오슬프게 내린 비는 꽃을 피우고너의 눈물은 예쁜 사랑을 피울꺼야슬퍼하지마 새로운 오늘을맞이할 준비를 해봐 오오햇살 가득한 날들이여 안녕긴잠에서 날 깨워준 아침이여 안녕 오너의 유리처럼 맑은 미소가세상을 환히 웃음짓게 할꺼야 오오외로운 날들이여 모두 다 안녕내 마음속에 눈물들도 이제는 안녕 오 어제의 너는 바람을 타고 멀리후회도 없이 미련없이 날아가햇살 가득한 날들이여 안녕긴잠에서 날 깨워준 아침이여 안녕 오너의 유리처럼 맑은 미소가세상을 환히 웃음짓게 할꺼야 오
					",록/메탈
2003,그랬나봐,김형중,429656,"
							많은 친구 모인 밤 그 속에서 늘 있던 자리에 니가 가끔 보이지 않을 때 내가 좋아했던 너의 향길 맡으면 혹시 니가 아닐까 고갤 돌려 널 찾을 때 우연히 너의 동넬 지나갈 때면 어느새 니 얼굴 자꾸 떠오를 때 그랬나봐 나 널 좋아하나봐 하루하루 니 생각만 나는걸 널 보고싶다고 잘할 수 있다고 용기내 전활 걸고 싶었는데 그게 잘 안돼 바보처럼 우연히 너의 메일을 알게 되면서 모니터 앞에 널 밤새 기다릴 때 그랬나봐 나 널 좋아하나봐 하루하루 니 생각만 나는걸 널 보고싶다고 잘할 수 있다고 용기내 전활걸고 싶었는데그게 잘 안돼말 하지 못한 막막함을너는 알고 있을까오랫동안 기다려온 사람 내 앞에숨쉬고 있는 걸그랬나봐 나 널 좋아하나봐하루하루 니 생각만 나는걸널 보고싶다고 잘할 수 있다고용기내 전활걸고 싶었는데그게 잘 안돼넌 언제나 나를 꿈꾸게 하지지금보다 더 좋은 남자 되고싶다고널 만나러 가는 이 시간 난 연습해그토록 오랜시간 가슴속에 숨겨 왔던 말사랑해
					",발라드
2003,고백,델리스파이스,420424,"
							중2때까지 늘 첫째 줄에 겨우 160 이 됐을 무렵 쓸만한 녀석들은 모두 다 이미 첫사랑 진행 중 정말 듣고 싶었던 말이야 물론 2년전 일이지만 기뻐야하는 게 당연한데 내 기분은 그게 아냐 하지만 미안해 이 넓은 가슴에 묻혀 다른 누구를 생각했었어 미안해 너의 손을 잡고 걸을 때에도 떠올렸었어 그 사람을 널 좋아하면 좋아할수록 상처 입은 날들이 더 많아 모두가 즐거운 한 때에도 나는 늘 그곳에 없어 정말 미안한 일을 한걸까 나쁘진 않았었지만 친구인 채 였다면 오히려 즐거웠을 것만 같아 하지만 미안해 네 넓은 가슴에 묻혀 다른 누구를 생각했었어 미안해 너의 손을 잡고 걸을 때에도 떠올랐었어 그 사람이정말 듣고 싶었던 말이야 물론 2년전 일이지만 기뻐야하는 게 당연한데 내 기분은 그게 아냐 하지만 미안해 네 넓은 가슴에 묻혀 다른 누구를 생각했었어 미안해 너의 손을 잡고 걸을 때에도 떠올렸었어 그 사람을 하지만 미안해 네 넓은 가슴에 묻혀 다른 누구를 생각했었어 미안해 너의 손을 잡고 걸을 때에도 떠올랐었어 그 사람이 
					","인디음악, 록/메탈"
2003,그땐 미처 알지 못했지 (Feat. 하림 On Harmonica),이적,454477,"
							그땐 아주 오랜 옛날이었지난 작고 어리석은 아이였고열병처럼 사랑에 취해 버리고심술궂게 그 맘을 내팽개쳤지내가 버린 건 어떠한 사랑인지생애 한번 뜨거운 설램인지두번 다시 또 오지 않는건지그땐 미처 알지 못했지오랜 뒤에 나는 알게 되었지난 작고 어리석었다는 것을술에 취해 집을 향하던 봄날에물결처럼 가슴이 일렁거렸지내가 버린건 어떠한 사랑인지생애 한번 뜨거운 설렘인지두번 다시 또 오지 않는건지그땐 미처 알지 못했지오 내가 놓아 버린건 어떠한 사랑인지생애 한번 뜨거운 설렘인지두번 다시 또 오지 않는건지그땐 미처 알지 못했지 예예예예예 예-	
					",록/메탈
2003,체념,빅마마,420534,"
							행복했어너와의 시간들아마도너는 힘들었겠지너의 마음을몰랐던 건 아니야나도 느꼈었지만널 보내는게널 떠나보내는게아직은 익숙하지가 않아그렇게 밖에 할 수 없던니가 원망스러워왜 말 안했니아님 못한거니조금도 날생각하지 않았니좋아한다며사랑한다며이렇게 끝낼거면서왜 그런말을 했니널 미워해야만하는 거니아니면 내 탓을해야만 하는 거니시간을돌릴수만 있다면다시 예전으로돌아가고 싶은 마음뿐이야왜 말 안했니아님 못한거니조금도 날생각하지 않았니좋아한다며사랑한다며이렇게 끝낼거면서왜 그런말을 했니널 미워해야만하는 거니아니면 내 탓을해야만 하는 거니시간을 돌릴수만 있다면다시 예전으로돌아가고 싶은 마음뿐이야그래 더 이상묻지 않을게내곁을 떠나고 싶다면돌아보지 말고 떠나가눈물은 흘리지 않을게괜히 마음만 약해지니깐내게서 멀어진니 모습이흐릿하게 보여눈물이 나나봐널 많이그리워할것 같아참아야만 하겠지잊혀질 수 있도록다시 사랑같은거하지 않을래내 마지막 사랑은돌아선 너에게주고 싶어서행복하길 바래나보다 좋은 여자만나기를
					","발라드, R&B/Soul"
